id,Predicted
592693,0.47616726
592694,0.22815347
592695,0.28999972
592696,0.33083174
592697,0.45910734
592698,0.4008796
592699,0.47490355
592700,0.34883565
592701,0.3384775
592702,0.47616726
592703,0.32345232
592704,0.35295206
592705,0.40253496
592706,0.47616726
592707,0.3127693
592708,0.47616726
592709,0.27979395
592710,0.44062614
592711,0.37126684
592712,0.34949353
592713,0.47616726
592714,0.2574001
592715,0.47397184
592716,0.43842527
592717,0.43320906
592718,0.2886516
592719,0.35949397
592720,0.19878821
592721,0.4167669
592722,0.47616726
592723,0.37237078
592724,0.44941857
592725,0.34960493
592726,0.4435854
592727,0.47616726
592728,0.33256775
592729,0.4649132
592730,0.3879554
592731,0.35930988
592732,0.30154526
592733,0.34779868
592734,0.3438782
592735,0.47616726
592736,0.43998462
592737,0.3179495
592738,0.47616726
592739,0.41695684
592740,0.34442532
592741,0.33701488
592742,0.4108951
592743,0.47616726
592744,0.4273939
592745,0.37984088
592746,0.38503927
592747,0.45335984
592748,0.47616726
592749,0.46577844
592750,0.30192894
592751,0.40133935
592752,0.34848982
592753,0.33470136
592754,0.33527267
592755,0.47616726
592756,0.33630782
592757,0.47616726
592758,0.44871095
592759,0.47616726
592760,0.3936528
592761,0.45297545
592762,0.45124274
592763,0.29202887
592764,0.47616726
592765,0.39853144
592766,0.47381327
592767,0.3340157
592768,0.47616726
592769,0.42656282
592770,0.47616726
592771,0.47616726
592772,0.29147503
592773,0.47616726
592774,0.3177192
592775,0.0508891
592776,0.47616726
592777,0.47616726
592778,0.39435598
592779,0.3218011
592780,0.47616726
592781,0.47616726
592782,0.24239902
592783,0.4704178
592784,0.47616726
592785,0.34783018
592786,0.34181717
592787,0.4084783
592788,0.4201816
592789,0.47616726
592790,0.45843902
592791,0.47616726
592792,0.33943236
592793,0.47616726
592794,0.2786859
592795,0.313698
592796,0.40744832
592797,0.45269117
592798,0.35399297
592799,0.47616726
592800,0.43096864
592801,0.39082202
592802,0.26534733
592803,0.41494676
592804,0.47616726
592805,0.29554826
592806,0.3394621
592807,0.27320683
592808,0.47616726
592809,0.3015011
592810,0.44904712
592811,0.47616726
592812,0.47616726
592813,0.34446475
592814,0.47616726
592815,0.47616726
592816,0.3222099
592817,0.47616726
592818,0.4525168
592819,0.44102794
592820,0.35075706
592821,0.47616726
592822,0.47616726
592823,0.47616726
592824,0.44386566
592825,0.40205592
592826,0.47616726
592827,0.33769894
592828,0.47616726
592829,0.47616726
592830,0.47616726
592831,0.47616726
592832,0.32539648
592833,0.31245813
592834,0.47487995
592835,0.3497009
592836,0.43307817
592837,0.30120257
592838,0.47616726
592839,0.47616726
592840,0.47616726
592841,0.33535087
592842,0.45081803
592843,0.38464364
592844,0.32171103
592845,0.47616726
592846,0.47616726
592847,0.35256675
592848,0.3613321
592849,0.30600646
592850,0.47616726
592851,0.32267642
592852,0.38873073
592853,0.44380742
592854,0.33290765
592855,0.43684795
592856,0.2822955
592857,0.4826338
592858,0.34703603
592859,0.3743159
592860,0.42846742
592861,0.47616726
592862,0.34434316
592863,0.4678317
592864,0.4280075
592865,0.38757288
592866,0.38735688
592867,0.30151716
592868,0.33499306
592869,0.47616726
592870,0.4058247
592871,0.34379137
592872,0.31369752
592873,0.44046414
592874,0.41519767
592875,0.33049855
592876,0.31952053
592877,0.28201446
592878,0.13812149
592879,0.2771071
592880,0.45694983
592881,0.47616726
592882,0.47616726
592883,0.38850185
592884,0.3535795
592885,0.37985322
592886,0.2583358
592887,0.40933257
592888,0.40211123
592889,0.32532042
592890,0.3450481
592891,0.39370102
592892,0.47616726
592893,0.33730686
592894,0.47616726
592895,0.41169408
592896,0.47616726
592897,0.47616726
592898,0.45363367
592899,0.44326314
592900,0.4563114
592901,0.47616726
592902,0.32696518
592903,0.47616726
592904,0.3936585
592905,0.45554343
592906,0.33866027
592907,0.44777033
592908,0.3276226
592909,0.4364989
592910,0.47616726
592911,0.47616726
592912,0.47616726
592913,0.3138066
592914,0.47616726
592915,0.47616726
592916,0.40558133
592917,0.4195754
592918,0.26558518
592919,0.47616726
592920,0.47372314
592921,0.39415267
592922,0.45360702
592923,0.47616726
592924,0.45958167
592925,0.47616726
592926,0.30391738
592927,0.47616726
592928,0.31695494
592929,0.4520291
592930,0.47616726
592931,0.38551152
592932,0.31186703
592933,0.42039037
592934,0.36971343
592935,0.4013773
592936,0.27138954
592937,0.24257874
592938,0.45838788
592939,0.3063227
592940,0.47616726
592941,0.47616726
592942,0.29904735
592943,0.47616726
592944,0.34212077
592945,0.47616726
592946,0.31468764
592947,0.34010687
592948,0.3282803
592949,0.47616726
592950,0.47616726
592951,0.37762395
592952,0.25410596
592953,0.4759657
592954,0.47616726
592955,0.2552064
592956,0.36277258
592957,0.451161
592958,0.46081278
592959,0.30539945
592960,0.33703795
592961,0.29483187
592962,0.35030025
592963,0.3243555
592964,0.41517764
592965,0.34296557
592966,0.47616726
592967,0.40589976
592968,0.47616726
592969,0.33177704
592970,0.32328936
592971,0.30696252
592972,0.34424773
592973,0.38698012
592974,0.34936556
592975,0.39277333
592976,0.47616726
592977,0.35215625
592978,0.47616726
592979,0.47616726
592980,0.45038143
592981,0.47616726
592982,0.36923647
592983,0.35795912
592984,0.34640545
592985,0.31961825
592986,0.47616726
592987,0.4223063
592988,0.45198962
592989,0.47616726
592990,0.47393587
592991,0.3341062
592992,0.47616726
592993,0.4468404
592994,0.29653972
592995,0.3263046
592996,0.2929166
592997,0.47616726
592998,0.40213236
592999,0.44541475
593000,0.4540539
593001,0.31421244
593002,0.34347767
593003,0.33915356
593004,0.4511419
593005,0.28545713
593006,0.34166342
593007,0.35681143
593008,0.34067208
593009,0.28647876
593010,0.3321636
593011,0.34142792
593012,0.47616726
593013,0.47616726
593014,0.39841115
593015,0.3982062
593016,0.052815836
593017,0.47616726
593018,0.47616726
593019,0.47616726
593020,0.45290697
593021,0.47616726
593022,0.3345697
593023,0.31143546
593024,0.47616726
593025,0.30498883
593026,0.37973368
593027,0.32504523
593028,0.33186546
593029,0.3688685
593030,0.423278
593031,0.47616726
593032,0.47616726
593033,0.40354586
593034,0.46794915
593035,0.3682068
593036,0.3463972
593037,0.37206635
593038,0.31811222
593039,0.43857563
593040,0.45377854
593041,0.47616726
593042,0.4439122
593043,0.37176308
593044,0.47616726
593045,0.306259
593046,0.4293417
593047,0.32133663
593048,0.4507795
593049,0.47616726
593050,0.32489336
593051,0.47616726
593052,0.47042674
593053,0.4747429
593054,0.41564342
593055,0.47616726
593056,0.47616726
593057,0.47616726
593058,0.45308134
593059,0.21388677
593060,0.25942674
593061,0.47616726
593062,0.31150448
593063,0.47616726
593064,0.32915515
593065,0.47135946
593066,0.47616726
593067,0.3397925
593068,0.44502106
593069,0.4735229
593070,0.47616726
593071,0.2925791
593072,0.45486018
593073,0.3368201
593074,0.41002443
593075,0.30208737
593076,0.34220153
593077,0.47616726
593078,0.36484557
593079,0.47616726
593080,0.34130827
593081,0.34121633
593082,0.34238634
593083,0.47616726
593084,0.47616726
593085,0.47616726
593086,0.37260175
593087,0.3035929
593088,0.47616726
593089,0.4331982
593090,0.42541224
593091,0.27186516
593092,0.3414759
593093,0.45377272
593094,0.3888704
593095,0.47616726
593096,0.40112275
593097,0.47616726
593098,0.45085752
593099,0.39684898
593100,0.47616726
593101,0.34162328
593102,0.47616726
593103,0.4091395
593104,0.27778885
593105,0.47616726
593106,0.47616726
593107,0.47616726
593108,0.41032192
593109,0.37591153
593110,0.47616726
593111,0.34416592
593112,0.42851797
593113,0.35444635
593114,0.33515322
593115,0.27331415
593116,0.47616726
593117,0.47616726
593118,0.47616726
593119,0.39548114
593120,0.45699254
593121,0.26165172
593122,0.47616726
593123,0.3525064
593124,0.34567577
593125,0.43534565
593126,0.43496698
593127,0.47616726
593128,0.3670195
593129,0.47616726
593130,0.47616726
593131,0.4326086
593132,0.47616726
593133,0.47616726
593134,0.3521134
593135,0.31362557
593136,0.3837343
593137,0.32321912
593138,0.3339275
593139,0.47616726
593140,0.47616726
593141,0.34759104
593142,0.3553609
593143,0.39725167
593144,0.059930094
593145,0.34641865
593146,0.37672472
593147,0.47616726
593148,0.33567855
593149,0.457941
593150,0.30727527
593151,0.36907297
593152,0.4448706
593153,0.31139287
593154,0.33386254
593155,0.47616726
593156,0.33319104
593157,0.47616726
593158,0.43739793
593159,0.47616726
593160,0.39448977
593161,0.33624798
593162,0.38626677
593163,0.47616726
593164,0.33371374
593165,0.32919154
593166,0.4420557
593167,0.40472534
593168,0.28072602
593169,0.330935
593170,0.32831916
593171,0.46286106
593172,0.40512466
593173,0.41570666
593174,0.37747788
593175,0.32915673
593176,0.30451292
593177,0.42678112
593178,0.4081855
593179,0.34205028
593180,0.47616726
593181,0.47616726
593182,0.45751095
593183,0.47616726
593184,0.47616726
593185,0.33975434
593186,0.32018012
593187,0.32385698
593188,0.47616726
593189,0.45798635
593190,0.47616726
593191,0.47616726
593192,0.39427638
593193,0.47616726
593194,0.4458795
593195,0.4743825
593196,0.32131854
593197,0.440398
593198,0.30077848
593199,0.47616726
593200,0.26993608
593201,0.28824338
593202,0.4730541
593203,0.47616726
593204,0.33452934
593205,0.30213636
593206,0.3387156
593207,0.47616726
593208,0.44300875
593209,0.4236639
593210,0.47616726
593211,0.33805752
593212,0.35136345
593213,0.31310064
593214,0.4472124
593215,0.39446205
593216,0.40555757
593217,0.3453652
593218,0.47616726
593219,0.47616726
593220,0.47616726
593221,0.33417952
593222,0.3473591
593223,0.34390613
593224,0.35499457
593225,0.27887562
593226,0.30353233
593227,0.36738747
593228,0.47616726
593229,0.47616726
593230,0.3393567
593231,0.46785358
593232,0.34351936
593233,0.4000937
593234,0.47616726
593235,0.47616726
593236,0.47616726
593237,0.42563894
593238,0.2973703
593239,0.40450624
593240,0.47616726
593241,0.33205864
593242,0.40169978
593243,0.47616726
593244,0.41995645
593245,0.36181027
593246,0.44815665
593247,0.47616726
593248,0.29232132
593249,0.46632457
593250,0.33794987
593251,0.47616726
593252,0.29446083
593253,0.45968986
593254,0.33756974
593255,0.47616726
593256,0.34092715
593257,0.5062833
593258,0.4298125
593259,0.4483568
593260,0.31185678
593261,0.3299919
593262,0.47616726
593263,0.45190576
593264,0.47616726
593265,0.34704
593266,0.46948913
593267,0.40791246
593268,0.47616726
593269,0.39118293
593270,0.47616726
593271,0.25737813
593272,0.47616726
593273,0.34217513
593274,0.3810425
593275,0.47616726
593276,0.33243984
593277,0.31154805
593278,0.35471398
593279,0.33853504
593280,0.33066583
593281,0.47616726
593282,0.34134585
593283,0.47616726
593284,0.32367304
593285,0.4132583
593286,0.44703767
593287,0.35367477
593288,0.35412967
593289,0.47616726
593290,0.42326263
593291,0.31475505
593292,0.3466843
593293,0.4263653
593294,0.47616726
593295,0.34452552
593296,0.47616726
593297,0.47616726
593298,0.4659389
593299,0.47616726
593300,0.3370265
593301,0.4043871
593302,0.47616726
593303,0.44429314
593304,0.29619917
593305,0.34680873
593306,0.269356
593307,0.3404728
593308,0.47616726
593309,0.47616726
593310,0.34308618
593311,0.3597006
593312,0.26353964
593313,0.32162765
593314,0.47616726
593315,0.335408
593316,0.38479924
593317,0.3316425
593318,0.47616726
593319,0.34291413
593320,0.47616726
593321,0.324499
593322,0.45251852
593323,0.33842131
593324,0.47334462
593325,0.44953558
593326,0.47616726
593327,0.39066863
593328,0.47616726
593329,0.47616726
593330,0.47616726
593331,0.3259969
593332,0.4503526
593333,0.45125178
593334,0.2821964
593335,0.47616726
593336,0.46095377
593337,0.47616726
593338,0.47616726
593339,0.33672205
593340,0.42626014
593341,0.34403166
593342,0.29124644
593343,0.41534087
593344,0.3943057
593345,0.47616726
593346,0.47616726
593347,0.31614992
593348,0.4200528
593349,0.37809515
593350,0.47616726
593351,0.47616726
593352,0.47616726
593353,0.24537618
593354,0.33401173
593355,0.34094566
593356,0.47616726
593357,0.3325129
593358,0.38421735
593359,0.34390777
593360,0.35255805
593361,0.47616726
593362,0.3658687
593363,0.47616726
593364,0.47616726
593365,0.44239834
593366,0.47616726
593367,0.47616726
593368,0.34673923
593369,0.45613256
593370,0.46974844
593371,0.47616726
593372,0.39037114
593373,0.4301125
593374,0.42468262
593375,0.37124825
593376,0.33159423
593377,0.47616726
593378,0.47616726
593379,0.46607634
593380,0.36435682
593381,0.34476167
593382,0.2914298
593383,0.44521612
593384,0.28799868
593385,0.44725198
593386,0.4555244
593387,0.47616726
593388,0.33035865
593389,0.47616726
593390,0.4320716
593391,0.34438682
593392,0.3336549
593393,0.29679072
593394,0.47616726
593395,0.47616726
593396,0.33944622
593397,0.40363976
593398,0.47616726
593399,0.47616726
593400,0.40810698
593401,0.38483125
593402,0.47616726
593403,0.31161812
593404,0.47616726
593405,0.3317049
593406,0.3420634
593407,0.33824477
593408,0.47616726
593409,0.47616726
593410,0.43258122
593411,0.47616726
593412,0.4038219
593413,0.31131563
593414,0.47616726
593415,0.44429097
593416,0.040973753
593417,0.3676694
593418,0.43660477
593419,0.47614616
593420,0.42541802
593421,0.33688512
593422,0.4691788
593423,0.47616726
593424,0.47616726
593425,0.40856093
593426,0.31628647
593427,0.34576204
593428,0.40349168
593429,0.46494585
593430,0.4609104
593431,0.46624598
593432,0.4425583
593433,0.47616726
593434,0.47616726
593435,0.31496385
593436,0.41291752
593437,0.41118088
593438,0.38466182
593439,0.337817
593440,0.4698733
593441,0.3420545
593442,0.4474441
593443,0.33807626
593444,0.47616726
593445,0.35778573
593446,0.34922278
593447,0.39345545
593448,0.47616726
593449,0.47616726
593450,0.37778053
593451,0.47616726
593452,0.47616726
593453,0.47095975
593454,0.46067
593455,0.3335142
593456,0.2920015
593457,0.35954294
593458,0.41876397
593459,0.47616726
593460,0.44560555
593461,0.43872684
593462,0.330915
593463,0.47616726
593464,0.4069468
593465,0.33221287
593466,0.47616726
593467,0.47616726
593468,0.34095934
593469,0.3754218
593470,0.47616726
593471,0.4084851
593472,0.3169967
593473,0.35267413
593474,0.3386537
593475,0.21906233
593476,0.47616726
593477,0.3209512
593478,0.3296227
593479,0.42620337
593480,0.20334594
593481,0.4715418
593482,0.47616726
593483,0.33682317
593484,0.47616726
593485,0.29438454
593486,0.2771213
593487,0.30897522
593488,0.2790658
593489,0.47616726
593490,0.41435832
593491,0.34801328
593492,0.47616726
593493,0.2999721
593494,0.4594074
593495,0.48713177
593496,0.46568897
593497,0.3867987
593498,0.33281484
593499,0.3518314
593500,0.4570491
593501,0.47616726
593502,0.47616726
593503,0.47616726
593504,0.47616726
593505,0.40463275
593506,0.47616726
593507,0.47616726
593508,0.47616726
593509,0.3248929
593510,0.47616726
593511,0.47616726
593512,0.36276555
593513,0.47616726
593514,0.34009776
593515,0.3343066
593516,0.44216007
593517,0.45435208
593518,0.47616726
593519,0.47616726
593520,0.30433273
593521,0.47616726
593522,0.37849823
593523,0.39782712
593524,0.47616726
593525,0.44773725
593526,0.47616726
593527,0.41354808
593528,0.47616726
593529,0.29959875
593530,0.4528204
593531,0.33247367
593532,0.3414132
593533,0.31490245
593534,0.23474723
593535,0.32930526
593536,0.43020302
593537,0.3370635
593538,0.282619
593539,0.4422226
593540,0.47616726
593541,0.3401643
593542,0.47616726
593543,0.40130782
593544,0.33197933
593545,0.4208885
593546,0.41920042
593547,0.4761559
593548,0.33494073
593549,0.47616726
593550,0.47616726
593551,0.4494511
593552,0.39367253
593553,0.47616726
593554,0.44806
593555,0.47185257
593556,0.47616726
593557,0.2838358
593558,0.3414611
593559,0.40989426
593560,0.36717662
593561,0.33264756
593562,0.446726
593563,0.47616726
593564,0.25171095
593565,0.4408985
593566,0.33575147
593567,0.33193627
593568,0.46882358
593569,0.37776092
593570,0.4423457
593571,0.32184178
593572,0.31394082
593573,0.47616726
593574,0.47616726
593575,0.44990084
593576,0.47616726
593577,0.33137932
593578,0.31236982
593579,0.2906209
593580,0.39791945
593581,0.47616726
593582,0.41694283
593583,0.3477511
593584,0.43274805
593585,0.47616726
593586,0.3017182
593587,0.40947217
593588,0.26879013
593589,0.3381895
593590,0.34236914
593591,0.33844444
593592,0.3640767
593593,0.47616726
593594,0.47616726
593595,0.32220572
593596,0.47616726
593597,0.3974352
593598,0.47266158
593599,0.30687216
593600,0.28632352
593601,0.47616726
593602,0.43978164
593603,0.4153796
593604,0.47616726
593605,0.46778062
593606,0.47616726
593607,0.36293486
593608,0.2168572
593609,0.47616726
593610,0.47616726
593611,0.34267893
593612,0.2967114
593613,0.47616726
593614,0.29942948
593615,0.32350385
593616,0.47616726
593617,0.47616726
593618,0.33995497
593619,0.4228485
593620,0.34044945
593621,0.372951
593622,0.45468888
593623,0.33518603
593624,0.47616726
593625,0.47616726
593626,0.47616726
593627,0.47616726
593628,0.47616726
593629,0.47616726
593630,0.44281894
593631,0.34122664
593632,0.31332397
593633,0.38497674
593634,0.37839025
593635,0.43833748
593636,0.47616726
593637,0.45575252
593638,0.33491886
593639,0.42012435
593640,0.3939276
593641,0.42194638
593642,0.40947625
593643,0.32958606
593644,0.3337347
593645,0.4284855
593646,0.34001702
593647,0.347322
593648,0.47616726
593649,0.0775541
593650,0.431539
593651,0.47616726
593652,0.29403338
593653,0.41457704
593654,0.42283148
593655,0.4033966
593656,0.31349763
593657,0.43843243
593658,0.461711
593659,0.47616726
593660,0.31997868
593661,0.47616726
593662,0.47616726
593663,0.33466065
593664,0.31952572
593665,0.3505249
593666,0.25771564
593667,0.38150972
593668,0.47616726
593669,0.32090783
593670,0.453835
593671,0.3371511
593672,0.47242448
593673,0.35423383
593674,0.47616726
593675,0.47616726
593676,0.23416393
593677,0.47616726
593678,0.437996
593679,0.26485276
593680,0.46164706
593681,0.3611871
593682,0.351451
593683,0.44737095
593684,0.47616726
593685,0.47616726
593686,0.44687945
593687,0.47616726
593688,0.43888927
593689,0.31747195
593690,0.3209839
593691,0.2886872
593692,0.3565079
593693,0.47616726
593694,0.31833765
593695,0.34819007
593696,0.47616726
593697,0.43548426
593698,0.3865787
593699,0.47616726
593700,0.35942367
593701,0.38511273
593702,0.33726144
593703,0.33685023
593704,0.37593305
593705,0.31199858
593706,0.4607552
593707,0.47616726
593708,0.47616726
593709,0.3426031
593710,0.44407415
593711,0.40182772
593712,0.47616726
593713,0.2930532
593714,0.33894488
593715,0.31379747
593716,0.3286987
593717,0.2523311
593718,0.47616726
593719,0.4925025
593720,0.47616726
593721,0.47616726
593722,0.4019229
593723,0.47616726
593724,0.34747627
593725,0.34171304
593726,0.40815002
593727,0.4717978
593728,0.29529288
593729,0.43579012
593730,0.38434616
593731,0.47616726
593732,0.47616726
593733,0.33163762
593734,0.24211016
593735,0.34704792
593736,0.33599406
593737,0.47616726
593738,0.47616726
593739,0.47616726
593740,0.34518328
593741,0.30611777
593742,0.47616726
593743,0.45708367
593744,0.45414606
593745,0.47616726
593746,0.47616726
593747,0.3382126
593748,0.47616726
593749,0.4058661
593750,0.39816165
593751,0.47616726
593752,0.33771035
593753,0.3664736
593754,0.47616726
593755,0.33695045
593756,0.45347455
593757,0.38893598
593758,0.44807082
593759,0.36221173
593760,0.47616726
593761,0.41343734
593762,0.25771102
593763,0.4565055
593764,0.47616726
593765,0.47616726
593766,0.47616726
593767,0.39568925
593768,0.47616726
593769,0.47616726
593770,0.33334172
593771,0.47347385
593772,0.47616726
593773,0.47616726
593774,0.3546553
593775,0.40850762
593776,0.43518433
593777,0.40445995
593778,0.43877888
593779,0.46258986
593780,0.34758776
593781,0.4499374
593782,0.3427468
593783,0.47616726
593784,0.47616726
593785,0.47616726
593786,0.42902917
593787,0.47616726
593788,0.31794798
593789,0.34648767
593790,0.40421697
593791,0.47616726
593792,0.31840825
593793,0.44403872
593794,0.47616726
593795,0.44204357
593796,0.3717188
593797,0.47616726
593798,0.474966
593799,0.2339784
593800,0.47616726
593801,0.3929877
593802,0.31372285
593803,0.47616726
593804,0.33894375
593805,0.47089472
593806,0.34848216
593807,0.3302732
593808,0.29997823
593809,0.47616726
593810,0.36618635
593811,0.47616726
593812,0.45041203
593813,0.26045287
593814,0.47616726
593815,0.47616726
593816,0.47616726
593817,0.43288973
593818,0.47616726
593819,0.41426316
593820,0.39811826
593821,0.3456509
593822,0.41062286
593823,0.18560441
593824,0.47616726
593825,0.40719286
593826,0.47616726
593827,0.44058797
593828,0.47616726
593829,0.40566316
593830,0.3323962
593831,0.41539073
593832,0.47616726
593833,0.4199389
593834,0.33147925
593835,0.47616726
593836,0.47616726
593837,0.47616726
593838,0.47472596
593839,0.3920323
593840,0.39729923
593841,0.47616726
593842,0.4252972
593843,0.44503877
593844,0.45030898
593845,0.47616726
593846,0.3306078
593847,0.293305
593848,0.43740377
593849,0.32982478
593850,0.33060434
593851,0.43909943
593852,0.31791404
593853,0.47616726
593854,0.47616726
593855,0.47616726
593856,0.46867093
593857,0.342241
593858,0.47616726
593859,0.3033973
593860,0.41317013
593861,0.13921654
593862,0.46017438
593863,0.44488433
593864,0.293215
593865,0.47616726
593866,0.41961738
593867,0.47530854
593868,0.30145606
593869,0.25823838
593870,0.47616726
593871,0.36875704
593872,0.47616726
593873,0.3417651
593874,0.47616726
593875,0.39738947
593876,0.34428343
593877,0.4443836
593878,0.33267698
593879,0.305633
593880,0.30350062
593881,0.3237852
593882,0.31082925
593883,0.47616726
593884,0.32794508
593885,0.33143538
593886,0.47440797
593887,0.47616726
593888,0.22702338
593889,0.41719276
593890,0.47616726
593891,0.3310026
593892,0.47616726
593893,0.28889984
593894,0.41035402
593895,0.34238517
593896,0.39702693
593897,0.47616726
593898,0.3484132
593899,0.38721654
593900,0.32073915
593901,0.47616726
593902,0.25025085
593903,0.47616726
593904,0.3042161
593905,0.37731218
593906,0.2580178
593907,0.47616726
593908,0.47616726
593909,0.3289364
593910,0.3078934
593911,0.47616726
593912,0.47616726
593913,0.4450549
593914,0.33550373
593915,0.47616726
593916,0.38251898
593917,0.32452834
593918,0.47616726
593919,0.47616726
593920,0.37709725
593921,0.31802946
593922,0.4421298
593923,0.4045401
593924,0.32047388
593925,0.47616726
593926,0.19131361
593927,0.3189513
593928,0.3544616
593929,0.47616726
593930,0.47616726
593931,0.47616726
593932,0.35096306
593933,0.47616726
593934,0.47616726
593935,0.3692972
593936,0.3501647
